event_type,ar_day_0_mean,ar_day_0_median,ar_day_0_std,ar_day_0_count,mean_ar_mean,CAR_0_0_mean,CAR_0_0_median,CAR_0_0_std,CAR_0_1_mean,CAR_0_1_median,CAR_0_1_std,CAR_-1_1_mean,CAR_-1_1_median,CAR_-1_1_std,CAR_0_5_mean,CAR_0_5_median,CAR_0_5_std,CAR_-5_5_mean,CAR_-5_5_median,CAR_-5_5_std
release,0.0007725928194399659,-0.000175243489407121,0.021619230053546618,1413,0.00012302339010582846,0.0007725928194399659,-0.000175243489407121,0.021619230053546618,0.0001910147252446236,-0.0005012711005776879,0.029705755718011595,-8.089899475701446e-05,-0.0004595773172716682,0.03865064159291126,0.0008842258313015382,-0.0005784928278674793,0.05500448618140555,0.0012565486525875614,-0.0001621355611378262,0.07038900707080455
