ticker,event_date,event_type,valid,ar_day_0,mean_ar,median_ar,std_ar,CAR_0_0,CAR_0_1,CAR_-1_1,CAR_0_5,CAR_-5_5,metadata,num_observations
AAPL,2022-03-14 18:46:42+00:00,release,True,-0.019983048360054947,-0.005237565969811597,-0.0023025294744685207,0.010809077582951415,-0.019983048360054947,-0.017468912110696486,-0.02831353222414306,-0.014759367085919278,-0.05237565969811597,"{'repo': 'apple/swift', 'tag_name': 'swift-5.6-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2022-09-12 18:41:55+00:00,release,True,0.024154725570992398,-0.0005447341205764413,-0.0028231487547759086,0.012834567286947407,0.024154725570992398,0.02081572781046701,0.01923272391749276,0.03366479364272301,-0.005447341205764412,"{'repo': 'apple/swift', 'tag_name': 'swift-5.7-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2022-12-13 19:08:03+00:00,release,True,-0.002981032725128707,-0.004340120575316444,-0.0027083061535046822,0.0064059157466825395,-0.002981032725128707,-0.01151430397244023,-0.013670944877407604,-0.03647146258042394,-0.04340120575316444,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '0.1.0', 'num_commits': None, 'z_score': None}",11
AAPL,2023-02-01 04:37:23+00:00,release,True,-0.0049081689481256345,0.005088868406469043,0.0002789668267786302,0.015007039313609236,-0.0049081689481256345,0.013503861948347521,0.0039524855229542966,0.04806165128802215,0.05088868406469043,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '0.2.0', 'num_commits': None, 'z_score': None}",11
AAPL,2023-03-24 02:52:53+00:00,release,True,0.0005256354891460622,-0.0003675020731561644,4.371577096523756e-06,0.00765898401986607,0.0005256354891460622,-0.01372948405808873,-0.010670867473897101,-0.018449200299234636,-0.003675020731561644,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '0.3.0', 'num_commits': None, 'z_score': None}",11
AAPL,2023-03-30 23:58:30+00:00,release,True,0.002124958670241166,-0.0016385186208225696,0.00037937221944667286,0.0057447618597353195,0.002124958670241166,-0.0021875634453717447,-0.002074977111167319,-0.0012174538786205377,-0.016385186208225697,"{'repo': 'apple/swift', 'tag_name': 'swift-5.8-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2023-04-27 04:55:47+00:00,release,True,0.0008716366719657975,0.00035624486303351984,0.00012463982117148732,0.006382508602537561,0.0008716366719657975,-0.003984715666275559,-0.00027217187916897274,0.0024807667503867524,0.0035624486303351965,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '0.4.0', 'num_commits': None, 'z_score': None}",11
AAPL,2023-06-14 15:48:40+00:00,release,True,0.00044255908998598603,-8.345376563542381e-05,-0.0004116800712547031,0.006397136765812458,0.00044255908998598603,-0.0044362927799833154,-0.017108583672637297,0.004007773309211185,-0.0008345376563542364,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '1.0.0', 'num_commits': None, 'z_score': None}",11
AAPL,2023-09-18 17:41:31+00:00,release,True,0.015559041695263856,0.0014059652653677119,0.004650139530895398,0.010084324360050696,0.015559041695263856,0.023570949400200117,0.03234759912421813,0.03148815936204415,0.014059652653677115,"{'repo': 'apple/swift', 'tag_name': 'swift-5.9-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2023-09-28 14:28:21+00:00,release,True,-0.003463246820892449,0.0029136000932785447,0.0052086489108397116,0.007826841806837338,-0.003463246820892449,0.0029079989237875943,-0.005504858647172835,0.03393378136732049,0.02913600093278545,"{'repo': 'apple/ml-stable-diffusion', 'tag_name': '1.1.0', 'num_commits': None, 'z_score': None}",11
AAPL,2024-03-05 22:01:03+00:00,release,True,-0.016740712730324785,-0.006818003678383938,-0.010056451983188233,0.012990647555981026,-0.016740712730324785,-0.027791200311004696,-0.05137492012456223,-0.016960748633388163,-0.06818003678383938,"{'repo': 'apple/swift', 'tag_name': 'swift-5.10-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2024-09-17 02:19:08+00:00,release,True,-0.0010321207637033298,-0.004921920415317668,-0.004108365063748629,0.014179034746984728,-0.0010321207637033298,0.0177895355136098,-0.014457364924083317,0.010857839246914537,-0.04921920415317668,"{'repo': 'apple/swift', 'tag_name': 'swift-6.0-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2025-04-01 08:06:51+00:00,release,True,0.0007388045260287744,-0.015505066976245846,-0.008081613405941872,0.023949457642669637,0.0007388045260287744,-0.002356577703919037,0.01171188002287181,-0.1649683476247107,-0.15505066976245846,"{'repo': 'apple/swift', 'tag_name': 'swift-6.1-RELEASE', 'num_commits': None, 'z_score': None}",11
AAPL,2025-09-17 13:06:30+00:00,release,True,0.007609014549747626,0.011868118415228886,0.008110294976079865,0.014596382848358241,0.007609014549747626,0.00024267234319877342,0.010825713656433054,0.07122011195257506,0.11868118415228887,"{'repo': 'apple/swift', 'tag_name': 'swift-6.2-RELEASE', 'num_commits': None, 'z_score': None}",11
ADBE,2022-12-16 21:23:49+00:00,release,True,0.04690493496554768,0.007926078275789615,0.004279713294626112,0.01787525816325759,0.04690493496554768,0.03223396859862916,0.03425894969933485,0.0620996632045965,0.07926078275789615,"{'repo': 'adobe/react-spectrum', 'tag_name': '2022-12-16', 'num_commits': None, 'z_score': None}",11
ADBE,2023-02-24 17:37:19+00:00,release,True,-0.06311645719538976,-0.005144928504872895,0.0019224452353229192,0.02333087240732475,-0.06311645719538976,-0.0628232867060978,-0.07601702650640271,-0.022650908910242875,-0.05144928504872895,"{'repo': 'adobe/react-spectrum', 'tag_name': '@adobe/react-spectrum@3.25.0', 'num_commits': None, 'z_score': None}",11
